Source,Target,Weight20192,Weight20201,Weight20202
s02642a,s02832a,0.0563,0.0382,
s02642a,s0292xa,0.069,0.0384,
s02651a,s02652a,0.0645,0.0901,0.2266
s02651a,s0266xa,0.1549,0.0791,0.1958
s02651a,s0269xa,0.0632,,
s02651a,s27892a,0.0566,,
s02651a,s42131a,0.0632,,
s02652a,s0266xa,0.1762,0.1013,0.1785
s02652a,s0266xb,0.1437,0.0458,0.0383
s02652a,s1181xa,0.0526,,
s02652b,s0266xb,0.2108,,0.1859
s02652b,s0269xa,0.0784,,
s02652b,s062x1a,0.0689,,
s02652b,s32422a,0.05,,
s02652b,s37061a,0.0689,,
s02652b,s52252a,0.076,,
s0266xa,s0269xa,0.0544,,
s0266xa,s0282xa,0.0691,,
s0266xa,s27331a,0.0648,,
s0266xb,z3a09,0.0689,,
s0266xb,z3a10,0.0656,,
s0269xa,s22028a,0.0585,,
s0269xa,s37061a,0.0822,,
s0269xa,s52031a,0.0784,,
s0280xa,s1081xa,0.0597,,
s0280xa,s3609xa,0.055999999999999994,,
s0280xd,s0282xd,0.0624,,
s0280xd,s066x9d,0.0751,,
s0280xd,s22089d,0.0634,,
s0280xd,s2221xd,0.0689,,
s0280xd,s2239xd,0.0784,,
s0280xd,s225xxd,0.1425,,
s0280xd,s272xxd,0.1168,,
s0280xd,s32019d,0.0636,,
s0280xd,s32392d,0.1333,,
s0280xd,s32492d,0.076,,
s0280xd,s42101d,0.0999,,
s0280xd,s42102d,0.0999,,
s0280xd,s5291xd,0.076,,
s0280xd,s5292xd,0.0584,,
s0280xd,t796xxd,0.1168,,
s0280xd,t8130xd,0.076,,
s0281xa,s0282xa,0.1479,,0.2039
s0281xa,s0292xa,0.0553,,0.0432
s0281xa,s0511xa,0.0511,,
s0281xd,s0282xd,0.1078,,
s0281xd,s060x9d,0.0585,,
s0281xd,s06360d,0.0606,,
s0281xd,s066x1d,0.0552,,
s0281xd,s069x0d,0.0767,,
s0281xd,s12490d,0.0632,,
s0281xd,s12590d,0.0552,,
s0281xd,s12600d,0.0659,,
s0281xd,s12690d,0.062,,
s0281xd,s14129d,0.0632,,
s0281xd,s22018d,0.1239,,
s0281xd,s22039d,0.0526,,
s0281xd,s22049d,0.0513,,
s0281xd,s27322d,0.0905,,
s0281xd,s32401d,0.0767,,
s0281xd,s32501d,0.0526,,
s0281xd,s52202d,0.0606,,
s0281xd,s52302d,0.0632,,
s0281xd,s52602d,0.0539,,
s0281xd,s5292xd,0.0513,,
s0281xd,s62101d,0.1051,,
s0281xd,s7221xd,0.0539,,
s0281xd,s7222xd,0.0513,,
s0281xd,s8001xd,0.0593,,
s0281xd,s81011d,0.0579,,
s0281xd,s8251xd,0.0632,,
s0281xd,t40605d,0.0539,,
s0282xa,s064x9a,0.0601,0.0443,
s0282xa,s065x7a,0.0538,,0.0347
s0282xa,s069x1a,0.0554,,
s0282xd,s0512xd,0.0698,,
s0282xd,s060x1d,0.0661,,
s0282xd,s06360d,0.068,,
s0282xd,s064x9d,0.0642,,
s0282xd,s066x1d,0.0606,,
s0282xd,s066x9d,0.0642,,
s0282xd,s12600d,0.1019,,
s0282xd,s22019d,0.1176,,
s0282xd,s22029d,0.0642,,
s0282xd,s22039d,0.0571,,
s0282xd,s22048d,0.0717,,
s0282xd,s22049d,0.0555,,
s0282xd,s272xxd,0.0555,,
s0282xd,s32129d,0.0606,,
s0282xd,s32492d,0.0698,,
s0282xd,s7221xd,0.0588,,
s0282xd,s7222xd,0.0555,,
s0282xd,s82201d,0.0555,,
s0282xd,s82202d,0.0523,,
s02831a,s02832a,0.253,0.2744,0.1557
s02831a,s02841a,0.1183,0.1214,0.0971
s02832a,s02842a,0.1408,0.1176,0.1566
s02832a,s0292xa,0.0563,0.0771,0.0465
s02832a,s0532xa,0.0893,0.0394,0.0231
s02832a,s3609xa,0.0653,,
s02832a,s42112a,0.0689,0.0151,0.0192
s02832a,s82402b,0.062,,
s02841a,s02842a,0.069,0.1324,0.0625
s02842a,s061x0a,0.052000000000000005,0.0181,0.0226
s02842a,s3609xa,0.0878,,
s02842a,s52022b,0.0816,,0.0283
s0285xa,s0292xa,0.0528,,0.0518
s0285xa,s064x9a,0.0687,0.0237,0.0136
s0285xa,s22028a,0.0565,,
s0285xd,s06360d,0.0767,,
s0285xd,s20222a,0.07400000000000001,,
s0285xd,s27322d,0.1527,,
s0285xd,s36113d,0.0642,,
s0285xd,s42291d,0.0794,,
s0285xd,s42292d,0.0579,,
s0285xd,s52612d,0.0794,,
s0285xd,s5292xd,0.0599,,
s0291xa,s60812a,0.0645,,
s0291xd,s060x1d,0.0799,,
s0291xd,s062x9s,0.0869,,
s0291xd,s064x9d,0.0767,,0.062
s0291xd,s20219d,0.0707,,
s0291xd,s42102d,0.0527,,
s0291xd,s52201d,0.051,,
s0291xd,s52612d,0.0869,,
s0291xd,s5291xd,0.1737,,
s0291xd,s92322d,0.0833,,
s032xxa,s42132a,0.0564,,
s032xxa,s52041a,0.0564,,
s032xxa,s73014a,0.0509,,
s032xxa,t25312a,0.0564,,
s0500xa,s20419a,0.051,,
s0500xa,s322xxa,0.0851,,
s0500xa,t2101xa,0.1599,,
s0500xa,t22321a,0.1667,,
s0500xa,t3120,0.068,,
s0501xa,s42402b,0.0689,,
s0501xa,s52502b,0.0579,,
s0501xa,s52591a,0.0714,,
s0501xa,s52602b,0.0665,,
s0501xa,s8782xa,0.0689,,
s0511xa,s0512xa,0.2225,0.13699999999999998,0.1769
s0512xd,s060x1d,0.083,,
s0512xd,s065x0s,0.0501,,
s0512xd,s22048d,0.0951,,
s0512xd,s2221xd,0.0794,,
s0512xd,s32119d,0.0728,,
s0512xd,s32129d,0.0728,,
s0512xd,s50311d,0.076,,
s0512xd,s61411d,0.067,,
s0512xd,s80211d,0.09699999999999999,0.0508,
s0512xd,s80212d,0.0536,0.0508,
s0512xd,t17928a,0.0951,,
s0531xa,s52512a,0.0642,,
s0531xa,s62002a,0.0717,,
s0532xa,s06329a,0.1088,,
s0532xa,s12590a,0.0502,,
s0532xa,s52022a,0.051,,
s0532xa,s52512a,0.0509,,
s0532xa,s62002a,0.0544,,
s060x0d,s12600d,0.0607,0.0515,
s060x0d,s22059d,0.0797,0.0712,
s060x0d,s22079d,0.0714,0.0386,
s060x0d,s270xxd,0.0783,0.0243,
s060x0d,s36113d,0.0886,,
s060x0d,s42001d,0.0629,,0.0306
s060x0d,s42002d,0.053,,
s060x0d,s42201d,0.0618,0.0283,0.0376
s060x1d,s12400d,0.0637,,
s060x1d,s270xxd,0.0622,,
s060x1d,s27322d,0.0518,,
s060x1d,s27329d,0.0535,,
s060x1d,s32129d,0.0686,,
s060x1d,s81001d,0.0862,,
s060x1d,s81801d,0.0758,,
s060x9a,s2241xa,0.0505,0.0339,0.0275
s060x9a,s270xxa,0.0695,0.0589,0.0422
s060x9a,s27321a,0.0828,0.0407,0.0357
s060x9a,s27322a,0.0536,0.0358,0.0254
s060x9d,s12300d,0.0878,,0.0493
s060x9d,s12400d,0.0595,,0.0238
s060x9d,s12490d,0.0627,,
s060x9d,s12500d,0.052000000000000005,0.0461,0.0662
s060x9d,s12600d,0.073,0.0806,0.0418
s060x9d,s14129d,0.0627,,
s060x9d,s22048d,0.0627,,
s060x9d,s22080d,0.0682,,
s060x9d,s2231xd,0.0794,0.0196,0.0374
s060x9d,s2243xd,0.0644,0.0292,0.0884
s060x9d,s270xxd,0.0882,0.1165,0.0975
s060x9d,s272xxd,0.059000000000000004,,0.0255
s060x9d,s27329d,0.1139,0.0449,0.0254
s060x9d,s32010d,0.0525,,
s060x9d,s32019d,0.0541,0.045,0.0347
s060x9d,s32029d,0.0698,0.105,0.02
s060x9d,s32039d,0.1074,0.1553,0.0434
s060x9d,s32049d,0.1189,0.0998,
s060x9d,s32059d,0.0509,0.0234,
s060x9d,s32401d,0.0525,0.0223,0.0472
s060x9d,s36113d,0.06,0.0511,0.0754
s060x9d,s40811d,0.0604,0.0261,
s060x9d,s40812d,0.0913,0.0511,
s060x9d,s80811d,0.057,0.0499,0.0251
s060x9d,s80812d,0.0564,0.0739,0.0486
s060x9d,s82142d,0.0667,0.0426,0.0221
s060x9d,s82832d,0.0531,0.0238,
s060x9d,t40605d,0.06,,
s061x0a,s064x0a,0.0935,0.0447,0.0224
s061x0a,s065x0a,0.0718,0.0561,0.0581
s061x0a,s066x0a,0.0864,0.0662,0.062
s061x1a,s064x1a,0.1664,0.0926,0.3018
s061x1a,s065x1a,0.1163,0.1059,0.1328
s061x1a,s066x1a,0.1176,0.0822,0.1403
s061x1a,s32391a,0.0614,,
s061x7a,s062x7a,0.0584,0.051,
s061x7a,s065x7a,0.3978,0.4274,0.4205
s061x7a,s066x7a,0.4053,0.4919,0.4175
s061x7a,s31010a,0.0644,,
s061x7a,s32012a,0.0569,,
s061x7a,s3609xa,0.0599,,
s061x7a,s42101a,0.0666,,
s061x9a,s064x9a,0.0849,0.1243,0.0764
s061x9a,s065x9a,0.0784,0.0858,0.0868
s061x9a,s066x9a,0.1287,0.1284,0.1024
s062x1a,s064x1a,0.1284,0.0471,0.0421
s062x1a,s22051a,0.055999999999999994,,
s062x1a,s27892a,0.0689,,
s062x1a,s52022b,0.0599,,
s062x7a,s065x7a,0.2338,0.20800000000000002,0.2031
s062x7a,s066x7a,0.2087,0.1295,0.2228
s062x7a,s82832b,0.0667,,
s062x9a,s064x9a,0.0532,0.0518,0.1155
s062x9a,s066x9a,0.055,0.063,0.1101
s062x9a,s27322a,0.061,0.0506,0.0282
s062x9a,s42022a,0.0503,0.0203,0.008
s062x9d,s064x9d,0.0525,,0.0427
s062x9d,s065x9d,0.0509,0.0221,0.0492
s062x9d,s066x9d,0.0744,0.0631,0.0954
s062x9d,s134xxd,0.1071,,0.0724
s062x9d,s20219d,0.10099999999999999,,
s062x9d,s2249xd,0.0689,,
s062x9d,s27321d,0.0781,,0.0678
s062x9d,s27322d,0.0851,,
s062x9d,s51802d,0.0545,,
s062x9d,s72402d,0.0505,,
s062x9d,t368x6a,0.0555,,
s062x9d,t375x6a,0.0505,,
s062x9s,s065x9s,0.1047,0.2047,0.0738
s062x9s,s066x9s,0.1661,0.3686,0.2868
s062x9s,s27322d,0.0536,,
s062x9s,s40021d,0.083,,
s062x9s,s40022d,0.083,,
s062x9s,s8011xd,0.0644,,
s062x9s,s8012xd,0.0597,,
s06309a,s06349a,0.0573,,
s06309a,s06359a,0.0536,,
s06309a,s20221a,0.0597,,
s06309a,s20222a,0.0573,,
s06309a,s52613a,0.1071,,
s06309a,s82451b,0.0536,,
s06309a,z472,0.0866,,
s06329a,s36112a,0.0585,,
s06329a,s51819a,0.1,,
s06329a,s72332a,0.0585,,
s06329a,s8264xa,0.0717,,
s06329a,s92412a,0.0822,,
s06340a,s06350a,0.1499,0.0712,
s06340a,s42034a,0.0587,,
s06340a,z87438,0.0569,,
s06349a,s06359a,0.2058,,0.0498
s06349a,t2101xa,0.0769,,
s06359a,s22010a,0.0625,,
s06359a,s27892a,0.0645,,
s06359a,s42255a,0.0707,,
s06359a,s42492a,0.075,,
s06359a,s66822a,0.0569,,
s06359a,s72322a,0.0569,,
s06359a,s93324a,0.075,,
s06359a,t2101xa,0.0686,,
s06360a,s12120a,0.0569,,
s06360a,s12190a,0.0552,,
s06360a,s22011a,0.0686,,
s06360a,s332xxa,0.0569,,
s06360d,s066x0d,0.1156,,0.049
s06360d,s22049d,0.1259,,
s06360d,s22058d,0.0799,,
s06360d,s22068d,0.0869,,
s06360d,s22089d,0.0648,,
s06360d,s2221xd,0.0767,,
s06360d,s36892d,0.0905,,
s06360d,s40022d,0.0799,,
s06360d,s8251xd,0.0905,,
s06369a,s5011xa,0.0691,,
s064x1a,s065x1a,0.0716,0.0572,0.102
s064x9a,s066x9a,0.0575,0.0677,0.0696
s064x9d,s065x9d,0.0585,,0.0142
s064x9d,s225xxd,0.07400000000000001,,
s064x9d,s27322d,0.0509,,
s064x9d,s32492d,0.0794,,
s064x9d,s42001d,0.0732,,
s064x9d,s42402d,0.0689,,
s064x9d,s52602d,0.0642,,
s064x9d,s7002xd,0.055999999999999994,,
s064x9d,s81811d,0.0509,,
s064x9d,s92901d,0.0822,,
s065x0a,s066x0a,0.2188,0.2238,0.1918
s065x0d,s066x0d,0.2918,0.2182,0.2532
s065x0d,z48811,0.11599999999999999,0.0772,0.0847
s065x0s,t17928a,0.0508,,
s065x1a,s066x1a,0.4195,0.4665,0.4557
s065x1a,s40212a,0.057,,0.0264
s065x6a,s37052a,0.0659,,
s065x6a,s52611b,0.0862,,
s065x7a,s066x7a,0.5055,0.5428,0.4048
s065x9a,s066x9a,0.2927,0.324,0.3253
s065x9d,s066x9d,0.3941,0.2502,0.35700000000000004
s065x9d,z48811,0.0578,0.0714,0.0881
s065x9s,s066x9s,0.2408,0.418,0.2779
s066x1d,s12490d,0.075,,
s066x1d,s12590d,0.0625,,
s066x1d,s12690d,0.0728,,
s066x1d,s134xxd,0.0686,,
s066x1d,s22018d,0.0728,,
s066x1d,s22050d,0.0728,,
s066x1d,s32129d,0.0625,,
s066x1d,s3219xd,0.057,,
s066x1d,s40811d,0.0625,,
s066x1d,s40812d,0.0645,,
s066x1d,s62101d,0.0587,,
s066x1d,s81011d,0.0665,,
s066x1d,s8252xd,0.0728,,
s066x7a,t794xxa,0.0557,0.0377,0.0563
s066x9a,s2243xa,0.0512,0.040999999999999995,0.0499
s066x9a,s270xxa,0.0762,0.0536,0.0666
s066x9a,s27321a,0.0531,0.0336,0.039
s066x9a,t794xxa,0.0555,0.0311,0.0207
s066x9d,s12500d,0.0839,0.0124,0.0419
s066x9d,s12600d,0.0622,0.0119,0.0725
s066x9d,s2241xd,0.0781,0.0656,0.0564
s066x9d,s2242xd,0.0832,0.0552,0.034
s066x9d,s32039d,0.0506,,0.0209
s066x9d,s42002d,0.0713,0.0362,0.0806
s066x9s,s27322d,0.0518,,
s066x9s,s27329d,0.0535,,
s066x9s,s32039d,0.0558,,
s066x9s,s40021d,0.0769,,
s066x9s,s40022d,0.0769,,
s066x9s,s8011xd,0.0614,,
s066x9s,s8012xd,0.0573,,
s069x0d,s22018d,0.086,,
s069x0d,s27329d,0.0733,0.0273,
s069x0d,s36892d,0.0868,,0.0454
s069x0d,s5011xd,0.0832,,
s069x0d,s52201d,0.1065,0.0335,
s069x0d,s52302d,0.0868,,
s069x0d,t148xxd,0.0518,,0.0119
s069x9d,s134xxd,0.0509,0.0507,0.0362
s069x9d,s22058d,0.0764,,
s069x9d,s2232xd,0.0615,0.0174,0.046
s069x9d,s32029d,0.0651,,0.0323
s069x9d,s32039d,0.0582,,0.034
s069x9d,s32049d,0.0842,,0.0499
s069x9d,s32059d,0.0665,0.0231,0.0175
s069x9d,s32129d,0.0502,,
s069x9d,s32401d,0.0681,0.022000000000000002,
s069x9d,s32810d,0.0879,,
s069x9d,s50811d,0.0513,0.0252,
s069x9d,s52602d,0.0749,,
s069x9d,s52612d,0.0513,,0.0189
s069x9d,s8262xd,0.0509,0.0257,0.0189
s080xxa,s14123a,0.0632,,
s080xxa,s22048a,0.0539,,
s080xxa,s32020a,0.0564,,
s080xxa,s32031a,0.1104,,
s080xxa,s32492a,0.05,,
s080xxa,s37052a,0.1538,,0.0531
s080xxa,s37062a,0.062,,
s080xxa,s4992xa,0.0552,,
s080xxa,s52252a,0.062,,
s080xxa,s82402b,0.05,,
s080xxa,s82831b,0.0539,,
s080xxa,s92252a,0.0606,,
s080xxa,s92335a,0.0526,,
s0912xa,s12401a,0.0509,,
s0912xa,s22011a,0.07400000000000001,,
s0912xa,s22038a,0.0509,,
s0912xa,s24103a,0.0767,,
s0912xa,s62002a,0.0822,,
s0912xa,s82251c,0.0767,,
s0912xa,t50992a,0.0525,,
s1081xa,s20311a,0.0501,,
s1081xa,s20312a,0.086,,
s1081xa,s51822a,0.0794,,
s1081xa,s82432a,0.0909,,
s1081xa,s92345a,0.0794,,
s1083xa,s52692a,0.0645,,
s1083xa,s71142a,0.0736,,
s1083xa,s92121a,0.0784,,
s1091xa,s1093xa,0.0502,,0.0278
s1091xa,s27331a,0.055,,
s1093xa,s20212a,0.0615,0.0144,0.0164
s1093xa,s82832b,0.0573,,
s1093xa,s82891b,0.0586,,
s1181xa,s1191xa,0.0574,,
s1181xa,s21311a,0.0727,,
s1181xa,s21312a,0.0702,,
s1181xa,s31010a,0.0733,0.0369,0.1307
s1181xa,s41011a,0.1504,0.0366,0.1174
s1181xa,s41012a,0.0986,0.0318,0.0995
s1191xa,s21112a,0.1591,0.0187,
s1191xa,s21119a,0.0633,0.0201,
s1191xa,s31113a,0.0641,,
s1191xa,s41011a,0.1006,0.0402,0.0416
s1191xa,s61012a,0.065,,
s1191xa,s61512a,0.0568,0.0649,0.0671
s1191xa,s71112a,0.0578,,0.0357
s1191xa,t797xxa,0.0536,0.0216,0.0249
s1191xd,s134xxd,0.0535,,
s1191xd,s31119d,0.0555,,
s1191xd,s41112d,0.1055,,0.0875
s1191xd,s51811d,0.069,0.0221,0.0758
s1191xd,s51812d,0.0562,0.0241,0.0226
s1191xd,s61511d,0.0689,0.0443,0.0425
s1191xd,s61512d,0.0788,0.0436,0.0222
s1191xd,s71111d,0.10099999999999999,0.0644,
s12000a,s12100a,0.1297,0.0678,0.0812
s12000a,s12101a,0.0599,0.1638,0.0664
s12000d,s12100d,0.1757,0.293,0.2921
s12000d,s12400d,0.062,0.0755,
s12000d,s91001a,0.0689,,
s12000d,t8133xa,0.0689,,
s1201xa,s12030a,0.1169,,
s1201xa,s12090a,0.0866,,
s1201xa,s12110a,0.07,,
s1201xa,s22018a,0.0908,,
s1201xa,s22048a,0.0523,,
s1201xa,s22051a,0.0952,,
s1201xa,s42421a,0.0573,,
s1201xa,s82831b,0.0523,,
s1201xa,t23341a,0.0573,,
s1201xa,t23342a,0.0573,,
s1201xa,t23362a,0.055999999999999994,,
s12030a,s12090a,0.153,0.0833,0.0712
s12030a,s12110a,0.0717,0.092,0.0472
s12030a,s12190a,0.1213,0.0943,
s12030a,s22010a,0.0707,,
s12030a,s22020a,0.0606,,
s12030a,s37052a,0.0629,,
s12030a,s52614a,0.0736,,
s12090a,s12110a,0.1036,0.0368,0.0476
s12090a,s12112a,0.0502,,
s12090a,s12190a,0.0883,0.1886,0.0535
s12090a,s15102a,0.0525,,0.083
s12090a,s20222a,0.0502,,
s12090a,s20319a,0.0735,,
s12100a,s12200a,0.0604,0.1655,0.067
s12100a,s22069a,0.0638,0.0117,0.0274
s12100a,s32599a,0.0585,,
s12100d,s12590d,0.1281,,
s12100d,s12690d,0.1368,0.0336,
s12100d,s22059d,0.0764,,
s12100d,s22069d,0.069,0.0263,
s12100d,s2243xd,0.0522,,0.0344
s12100d,s270xxd,0.0581,0.0221,
s12100d,s32019d,0.0596,0.0161,
s12100d,s32402d,0.0545,,
s12100d,s32502d,0.08900000000000001,,
s12100d,s42001d,0.0918,,
s12100d,s42302d,0.0537,,
s12100d,s60512d,0.0912,,
s12101a,s12200a,0.2046,,0.0705
s12101a,s22029a,0.0567,0.0434,0.0463
s12101a,s22039a,0.055999999999999994,,0.036000000000000004
s12110a,s12500a,0.0688,0.0098,0.0364
s12110d,s27329d,0.0525,,
s12110d,s40021d,0.07400000000000001,,
s12110d,s60512d,0.0794,,
s12110d,s62307d,0.0822,,
s12110d,s81011d,0.0714,,
s12112a,s12300a,0.063,,
s12112a,s91011a,0.0637,,
s12120a,s12190a,0.1025,,0.0815
s12120a,s15102a,0.1317,,
s12120a,s22011a,0.0614,,
s12120a,s22020a,0.0513,,
s12120a,s22040a,0.0513,,
s12120a,s61217a,0.0526,,
s12190a,s12690a,0.0687,0.0459,0.1688
s12190a,s15102a,0.0632,,
s12190a,s21312a,0.0552,,
s12190a,s22010a,0.0552,,
s12190a,s22011a,0.1186,,
s12190a,s22020a,0.1,,0.0555
s12190a,s22040a,0.05,,
s12190a,s22051a,0.1463,,
s12190a,s32391a,0.0593,,
s12190a,s37052a,0.0513,,
s12190a,s42034a,0.0526,,
s12190a,s72322a,0.0513,,
s12190a,s82392a,0.1159,,
s12190a,s83412a,0.0526,,
s12200a,s12300a,0.1436,0.3402,0.2639
s12200a,s99921a,0.0544,,
s12300a,s12400a,0.2209,0.2673,0.2825
s12300a,s12500a,0.0661,0.11800000000000001,0.1379
s12300a,s12600a,0.0661,0.0725,0.0957
s12300a,s42352a,0.051,,
s12300a,s52614a,0.0621,,
s12300d,s12400d,0.3679,0.2395,0.2842
s12300d,s12500d,0.1124,0.0416,0.1676
s12300d,s12600d,0.0659,0.0588,0.0895
s12300d,s22019d,0.0539,0.0427,
s12300d,s22039d,0.1051,,
s12300d,s22048d,0.0632,,
s12300d,s22058d,0.0593,,
s12300d,s22068d,0.062,,
s12300d,s22070d,0.0566,,
s12300d,s2220xd,0.0564,0.03,
s12300d,s271xxd,0.0526,,
s12300d,s36039d,0.0593,,
s12300d,s36113d,0.0539,,
s12300d,s42132a,0.0606,,
s12300d,s43004d,0.062,,
s12300d,s52602d,0.0539,,
s12300d,s61411d,0.0526,,
s12300d,s62306d,0.062,,
s12300d,s82201d,0.0513,,
s12300d,s92901d,0.0632,,
s12301a,s12401a,0.2635,0.1,0.3288
s12301a,s12601a,0.0745,,
s12301a,s22051a,0.0585,,
s12301a,s22061a,0.0585,,
s12301a,s51802a,0.0585,,
s12400a,s12500a,0.3063,0.2542,0.4086
s12400a,s12600a,0.1171,0.0788,0.1164
s12400d,s12500d,0.1926,0.4194,0.3457
s12400d,s12590d,0.0587,,
s12400d,s12600d,0.1009,0.2141,0.1416
s12400d,s129xxa,0.0556,,
s12400d,s14104s,0.0637,,
s12400d,s14129d,0.0687,,
s12400d,s22018d,0.067,,
s12400d,s22019d,0.0571,0.1425,
s12400d,s22039d,0.0556,0.0878,0.0451
s12400d,s22048d,0.0687,,
s12400d,s22070d,0.0604,,
s12400d,s271xxd,0.0556,,
s12400d,s42132a,0.0654,,
s12400d,s42402d,0.0604,,
s12400d,s5291xd,0.067,,
s12400d,s8011xd,0.054000000000000006,,
s12400d,s8012xd,0.0511,,
s12401a,s12501a,0.3197,,0.0579
s12401a,s12601a,0.1307,0.0525,0.0494
s12401a,s129xxa,0.0943,,
s12401a,s15102a,0.0544,,
s12401a,s22011a,0.0518,,
s12401a,s27892a,0.05,0.105,
s12401a,s82832b,0.05,,
s12490a,s12590a,0.3077,,0.3421
s12490a,s12690a,0.1018,,0.1026
s12490a,s143xxa,0.0536,,
s12490a,s15102a,0.0608,,
s12490a,s37041a,0.0608,,
s12490d,s12590d,0.1499,,0.3642
s12490d,s12690d,0.0951,,0.1139
s12490d,s22018d,0.0951,,0.1372
s12490d,s32039d,0.0566,,
s12490d,s62101d,0.0687,,
s12490d,s8001xd,0.0862,,
s12490d,s81011d,0.0822,,
s12490d,t796xxd,0.0659,,0.049
s12500a,s12600a,0.3223,0.447,0.3567
s12500a,s12601a,0.055999999999999994,0.0111,0.0097
s12500a,s22019a,0.0685,0.1156,0.1443
s12500a,s22049a,0.064,0.0903,0.0351
s12500a,s32049a,0.0585,0.0132,0.0444
s12500d,s12600d,0.3131,0.3569,0.4346
s12500d,s134xxd,0.0819,0.0416,0.0645
s12500d,s14129d,0.0844,,
s12500d,s22019d,0.1171,0.0328,0.1374
s12500d,s22039d,0.077,0.0389,0.1077
s12500d,s2220xd,0.10099999999999999,0.0518,0.0453
s12500d,s2232xd,0.0528,,
s12500d,s2243xd,0.0857,0.0163,0.0967
s12500d,s270xxd,0.0762,0.024,0.0727
s12500d,s271xxd,0.1156,,
s12500d,s27322d,0.0707,,
s12500d,s32401d,0.0635,,
s12500d,s42001d,0.0587,,0.0278
s12500d,s42002d,0.0757,,0.0441
s12500d,s42101d,0.1061,,0.0679
s12500d,s42102d,0.1061,0.0333,0.028999999999999998
s12500d,s52201d,0.0697,,
s12501a,s12601a,0.2229,0.2382,0.1325
s12590a,s12690a,0.3398,0.265,0.3681
s12590a,s22039a,0.0698,,
s12590a,s22049a,0.0571,,
s12590a,s22059a,0.0618,,
s12590a,s32038a,0.0555,,0.0173
s12590a,s332xxa,0.052000000000000005,,
s12590a,s82402b,0.0516,,
s12590a,s92911a,0.0532,,
s12590d,s12690d,0.43700000000000006,0.4311,0.3865
s12590d,s22018d,0.1457,,0.4983
s12590d,s22019d,0.0606,0.0447,
s12590d,s22029d,0.0665,0.0585,
s12590d,s22039d,0.0587,,
s12590d,s22059d,0.0505,,
s12590d,s22088d,0.0552,,0.062
s12590d,s32392d,0.0645,,
s12590d,s32402d,0.0616,,
s12590d,s32502d,0.1372,,
s12590d,s36031d,0.075,,
s12590d,s42022d,0.0707,,
s12590d,s60512d,0.0728,,
s12590d,s62101d,0.0587,,
s12590d,s7012xd,0.0625,,
s12590d,s8001xd,0.0686,,
s12590d,s81011d,0.0665,,
s12600a,s22019a,0.1957,0.2153,0.2364
s12600a,s22029a,0.1144,0.1713,0.1054
s12600a,s22039a,0.0726,0.0892,0.1011
s12600a,s22049a,0.0534,0.0876,0.0847
s12600a,s22059a,0.0792,0.1046,0.0963
s12600a,s2220xa,0.0726,0.0216,0.0516
s12600a,s32811a,0.0569,0.0213,0.0165
s12600d,s134xxd,0.1056,0.0294,0.0289
s12600d,s22019d,0.2378,0.2833,0.304
s12600d,s22029d,0.0698,0.1387,0.0944
s12600d,s22039d,0.1345,0.0568,0.1573
s12600d,s22049d,0.0999,0.109,0.0315
s12600d,s22059d,0.0637,0.0803,0.1169
s12600d,s22079d,0.0592,0.027999999999999997,0.0289
s12600d,s2220xd,0.0711,0.022000000000000002,0.0428
s12600d,s2221xd,0.0698,,
s12600d,s2232xd,0.0739,0.0185,0.0409
s12600d,s2241xd,0.064,0.0402,0.0267
s12600d,s270xxd,0.0918,0.0208,0.0875
s12600d,s27322d,0.0629,0.0294,
s12600d,s42101d,0.0629,0.10800000000000001,0.0301
s12600d,s42102d,0.0944,0.052000000000000005,0.0794
s12600d,s52201d,0.0622,0.028999999999999998,
s12601a,s22011a,0.2217,,
s12601a,s22029a,0.0592,,0.033
s12601a,s22051a,0.0679,,0.0518
s12601a,s27892a,0.0725,0.04,
s12601a,s51802a,0.0679,,
s12690a,s22018a,0.1986,0.1299,0.1644
s12690a,s22028a,0.067,0.0936,0.2178
s12690a,s22048a,0.071,0.0494,
s12690a,s22058a,0.0571,0.1176,0.0532
s12690a,s22068a,0.0587,0.0335,
s12690a,s332xxa,0.0695,,
s12690a,s82392a,0.0732,,
s12690d,s22018d,0.0909,,0.43
s12690d,s22019d,0.0698,0.0433,
s12690d,s22029d,0.0794,,0.1139
s12690d,s22039d,0.067,,
s12690d,s22050d,0.0909,,
s12690d,s22058d,0.083,,
s12690d,s22059d,0.0555,,
s12690d,s22060d,0.0909,,0.0659
s12690d,s22088d,0.062,,0.1025
s12690d,s2220xd,0.0598,,0.1039
s12690d,s2243xd,0.0552,0.0172,
s12690d,s271xxd,0.067,,
s12690d,s27322d,0.0536,,
s12690d,s27329d,0.0555,0.0389,
s12690d,s32018d,0.0518,0.1166,0.0363
s12690d,s32402d,0.0637,,
s12690d,s32502d,0.1661,,
s12690d,s36031d,0.0951,,
s12690d,s42001d,0.0751,0.0433,0.0347
s12690d,s42002d,0.0598,0.1009,0.0251
s12690d,s42101d,0.0536,,0.0499
s12690d,s42102d,0.0536,0.08900000000000001,
s12690d,s52202d,0.0869,,
s12690d,s60512d,0.0909,,
s12690d,s62101d,0.067,,
s12690d,s62307d,0.0951,,
s12690d,s7012xd,0.0728,,
s12690d,s72112d,0.0698,,
s12690d,s81011d,0.0794,,
s12690d,s82202d,0.0597,,
s12691a,s129xxa,0.0654,0.0784,
s12691a,s22010a,0.0707,0.1,
s12691a,s22011a,0.0799,,
s12691a,s22018a,0.109,,
