,0,1,2,3,4,5
s065x7a,1.5188996,4.477704,5.064871,-8.360458,3.0980246,-4.4457994
s061x7a,1.4400277,4.218151,4.7798142,-7.889963,2.922163,-4.1886563
s71112d,-2.7302303,-3.6641614,0.770001,-3.7983918,4.173329,-10.927699
s71111d,-2.704144,-3.6330326,0.7590602,-3.7666442,4.1310496,-10.839553
z9221,-9.793606,3.9698446,5.72308,-4.5505257,-2.486264,-4.136704
z923,-9.72587,3.9413786,5.6947017,-4.5432606,-2.4936059,-4.1606555
e1351,3.6588929,6.1125236,-1.8174399,-0.3494703,-5.0210347,-9.533598
e1322,3.703807,6.1509542,-1.8417708,-0.33500832,-5.0491085,-9.572334
z3a38,-0.48607224,-1.0290365,-0.07291018,1.872508,-1.9342419,-7.037494
t447x1a,-4.76791,-5.0506897,2.0007808,-0.7390817,-4.293508,-9.046768
t465x1a,-4.769011,-5.1007485,1.9879503,-0.7352043,-4.284872,-9.078605
j218,-1.4943848,5.867021,1.984263,0.9602036,-6.037701,-4.815427
b9710,-1.8000962,6.676568,2.3211076,1.0895545,-6.93678,-5.620919
j206,-1.4779854,5.82652,1.9786283,0.9583576,-5.99321,-4.7802463
b9789,-1.5934452,6.0959234,2.0851126,1.0090256,-6.3030972,-5.053392
l89322,-0.49703,10.412174,3.529896,0.23698255,-2.7119384,-5.94185
l89312,-0.5058914,10.433959,3.5425088,0.22016901,-2.7086751,-5.9795
n816,1.8835793,2.92719,2.441169,-6.568588,-9.147003,-4.3441477
n8110,1.8823416,2.9607518,2.4641917,-6.602664,-9.193668,-4.3869343
s225xxd,-3.742712,6.0215635,4.938433,-1.746754,-0.44480643,-2.5614343
s22079d,-0.9927463,6.6516833,4.07147,-1.471883,0.7515566,-3.034977
g8220,-2.0084023,9.422172,3.1036518,-3.3545408,-3.3635514,-3.5786684
n319,-2.2307515,10.366055,3.4118319,-3.713668,-3.7199705,-3.9683347
k592,-1.9583217,9.201606,3.0239499,-3.2686157,-3.2771769,-3.4899714
l0211,-2.5256493,4.2675843,6.2936,4.941954,-0.98145616,-8.551438
l03221,-2.5408342,4.302092,6.339376,4.95837,-0.99874085,-8.608383
l02215,2.399837,-1.238283,-2.9886508,-1.0948498,-3.7148736,-12.159141
l03315,2.4089751,-1.245312,-2.9843953,-1.0829338,-3.704154,-12.123136
f3289,-0.23935431,7.2119446,-0.34806147,-4.4783173,-4.853187,-4.1445875
r6889,-0.2726871,8.453896,-0.36062202,-5.225295,-5.687512,-4.906065
r419,-0.24559085,7.417015,-0.36511573,-4.6012735,-4.997769,-4.249194
r269,-0.24377246,7.4778824,-0.35200566,-4.633248,-5.0300946,-4.294561
s92251a,-1.9744383,0.104928054,-3.4401994,-8.975897,-0.6895854,-8.023227
s92211a,-1.9846663,0.10010518,-3.4688475,-9.04553,-0.6860714,-8.08473
s01551a,-1.163034,4.0654516,6.5251584,0.8550292,6.053804,-9.611884
s0185xa,-1.1599704,4.0713644,6.5432067,0.86616963,6.090979,-9.646561
s52602d,1.5573701,0.15870972,4.57606,4.6163406,-2.1931612,-10.590363
s52502d,1.5419278,0.16069637,4.5619726,4.5716357,-2.1900551,-10.5506525
m19072,-0.0072921277,0.6395288,1.440138,-0.9320934,0.024086533,-2.3881469
m19071,0.010461202,0.6864901,1.4455217,-0.8561464,0.01812627,-2.3656256
s02612a,-7.8858685,-2.6177282,2.079396,-4.06541,-7.361165,-7.0197606
s02611a,-7.8683066,-2.5997922,2.0760016,-4.0711074,-7.331805,-7.03618
i82452,0.82929254,3.1646445,-3.69754,-6.362282,-1.9466888,-6.900225
s233xxa,-0.63364124,-1.0444505,6.0478163,-11.3075485,-1.9355673,-4.009743
s335xxa,-0.63176924,-1.0671084,6.045613,-11.324115,-1.9250607,-3.9759612
s020xxb,-9.445775,2.3699799,-0.27719858,-2.7522788,0.8624204,-8.295039
s0219xb,-9.480556,2.3779068,-0.28258708,-2.7607133,0.8749422,-8.317281
s32018d,-0.46996373,2.8260157,-5.108024,-1.1004488,-2.8879821,-11.905416
s32028d,-0.47635028,2.8313956,-5.125936,-1.0942641,-2.8826694,-11.921668
z371,-0.83661747,0.15426785,1.2771007,-0.7441022,-0.73378867,-2.3254793
o364xx0,-0.8205253,0.18870147,1.1931074,-0.6963192,-0.73577434,-2.392324
l89629,3.4269133,6.015854,7.610398,3.177162,-1.9961026,-8.327825
l89619,3.437144,6.0266676,7.6261697,3.209402,-1.9970783,-8.32844
q625,-0.1399264,7.3111987,-1.9374918,-1.6269598,-7.2763705,-7.5204835
q6231,-0.1473883,7.283735,-1.950103,-1.6075401,-7.267255,-7.467706
s82252a,-4.8831415,9.669663,4.4785213,0.22214936,-4.422611,-5.3629737
s82452a,-4.883758,9.663954,4.4682975,0.20798488,-4.4248366,-5.3754125
z86711,0.2439807,-1.0385163,4.519408,-3.818499,-3.6600976,-1.984222
s32591d,-4.7214313,2.2710707,6.2253413,4.3589725,-4.615819,-7.7605853
s32511d,-4.756987,2.3066301,6.278197,4.355586,-4.652949,-7.8454533
s73015a,-6.787653,5.5929074,2.3121238,0.26569945,-7.898556,-6.2613955
s32422a,-6.8373675,5.624177,2.3110316,0.2654076,-7.925044,-6.2835608
m79661,-7.0223355,5.1602893,2.9472265,-7.0428357,-4.6584496,-3.0941653
m79662,-6.9984503,5.1401362,2.936412,-7.0255427,-4.6638026,-3.1160598
l89154,-2.167131,-3.991237,-0.5874539,-0.7173465,-6.688755,-10.545165
m4628,-2.1642568,-3.9987025,-0.6020192,-0.6935419,-6.679872,-10.516105
c562,-6.615238,9.006157,2.3155525,-3.2241232,-2.3320336,-4.6185713
c561,-6.583473,8.976247,2.3211184,-3.2225718,-2.3399658,-4.642415
l0231,6.4287066,4.1143675,1.0174688,0.20828582,-3.0452428,-9.811706
l03317,6.401613,4.117757,1.0335813,0.1933033,-3.0500202,-9.828687
l89219,-1.5137274,-0.772847,-3.239158,-8.419285,-5.5946546,-7.8717422
l89229,-1.4991763,-0.8015399,-3.2586138,-8.370261,-5.566371,-7.7859826
s22080d,-0.30347386,0.45716688,0.9985868,-1.441895,-0.83892876,-2.2925932
s32010d,-0.28702456,0.53409386,1.1241336,-1.3465074,-0.78733593,-2.2195926
z89611,1.3398124,5.410516,8.455077,-2.24109,-6.6599026,-3.4374068
z89612,1.3400663,5.4283366,8.482665,-2.2662194,-6.679645,-3.4770298
s272xxd,-1.4813792,-1.9784203,2.8523507,2.646905,2.3560023,-12.236365
s27321d,-1.4700346,-1.9804646,2.8423438,2.6476564,2.3565354,-12.201654
s22030a,-3.3349159,5.680355,0.46911278,0.30503976,2.0340605,-6.3950706
s22040a,-3.2045567,5.1772695,0.5256867,0.30157375,2.2255,-6.2110205
s22050a,-3.2735603,4.659602,0.65005636,0.2848353,2.9599996,-6.7030067
s22060a,-3.7827682,4.8841934,0.96882683,0.21990153,3.88411,-7.8949566
s22070a,-3.5347245,4.510544,0.9272628,0.19107006,3.7115655,-7.433577
s22020a,-3.3409715,5.701818,0.4718422,0.2978133,2.0633154,-6.4829397
s22010a,-3.3061445,5.631654,0.46783957,0.3038261,2.0479999,-6.3718557
s60811a,-7.944264,1.6571445,-2.8823178,-1.2912798,-1.7516496,-10.147259
s60812a,-7.9528465,1.6638896,-2.858766,-1.302449,-1.7647257,-10.189355
f1520,-0.7434522,3.4608703,6.2679963,-2.8277743,-0.6311782,-1.5467576
q201,4.8425946,6.995093,-0.99404895,-0.8725066,-0.48442787,-10.427444
q203,4.8638573,7.02759,-0.9943775,-0.8871603,-0.49233124,-10.496913
o9852,-7.108223,-5.1725655,4.1964307,-2.1941226,-0.9961042,-8.860723
b009,-7.1077266,-5.178863,4.1779113,-2.1648986,-0.9805559,-8.821858
s82402d,-8.610251,1.8624527,2.225167,1.0190479,-6.1948667,-7.650608
s82202d,-8.590199,1.8597586,2.2198508,1.01685,-6.169761,-7.629373
s065x0d,0.31705654,5.177077,1.0864527,-8.558384,-6.082961,-3.531081
s066x0d,0.3227449,5.1805906,1.0831997,-8.552823,-6.0830264,-3.5076873
s50811a,-9.300088,-1.867197,1.7896402,-3.1252322,0.4988382,-8.336274
s50812a,-9.238338,-1.8368653,1.8017217,-3.1281865,0.48690414,-8.325948
s41112d,2.6311023,-0.31740317,4.04281,0.77053493,4.414988,-11.842294
s41111d,2.6527965,-0.31791815,4.042351,0.7819604,4.4449844,-11.8431
r402361,1.5974731,8.064843,3.5192444,-6.067905,-3.1797416,-3.1897016
r402141,1.5901711,8.05762,3.5148206,-6.0611897,-3.183823,-3.2005534
r402251,1.5456222,7.8240504,3.4025323,-5.8835,-3.0800672,-3.0975165
r402241,1.4252881,7.1736116,3.0903141,-5.3893704,-2.8093803,-2.8280277
s36039d,2.7813637,5.6176496,7.5494294,-6.82251,-3.6843867,-2.7929544
s36113d,2.7728798,5.6207047,7.55119,-6.8257623,-3.6774569,-2.8052137
n764,3.5348675,2.0912576,-1.2164683,-6.575243,3.6958148,-9.84723
n762,3.5184975,2.1000519,-1.1834862,-6.5838027,3.679339,-9.877984
s52501d,-2.8785465,-2.5352602,2.6303127,1.4516983,-8.287407,-9.064832
s52601d,-2.866695,-2.491294,2.6411119,1.4257305,-8.215965,-9.040342
i82b12,-4.2418027,-4.188687,3.1190715,1.8048301,-0.72026545,-10.717115
i82a12,-4.2436323,-4.1570735,3.1223981,1.7900212,-0.7274245,-10.716925
z930,-1.5425262,3.952409,-2.4801395,1.120109,-5.019545,-8.563936
z931,-1.4311895,3.6612196,-2.297448,1.0502123,-4.6394014,-7.884122
z9911,-1.5147606,3.773576,-2.3495247,1.0651828,-4.752098,-8.058118
z430,-1.6051825,3.8626559,-2.3513062,1.0709084,-4.79631,-8.073723
z431,-1.5493277,3.7504826,-2.2849514,1.0497254,-4.6715326,-7.883
s32441a,1.0704148,0.6868172,-4.7538357,-4.4359727,-4.1091094,-10.015882
s32431a,1.062927,0.6862981,-4.730079,-4.413694,-4.0900984,-9.972544
l89329,5.947933,6.154253,-0.2929601,-3.721622,-5.5000515,-8.02411
l89319,5.9257293,6.130775,-0.29575518,-3.7077017,-5.475184,-8.000418
s06349a,1.610717,5.623827,-2.7106946,-7.099162,-6.2503796,-6.7039933
s06359a,1.6171924,5.6356726,-2.70687,-7.118212,-6.2666373,-6.729596
p0701,-0.7439166,5.8821597,-0.46387866,3.954672,-2.5879126,-11.190965
p0721,-0.74250466,5.851141,-0.45897555,3.9458022,-2.5730417,-11.116676
q315,4.4789114,1.0210553,0.24976797,-2.208173,3.0356767,-10.403291
q320,4.983092,1.1526155,0.32457006,-2.5129795,3.3899682,-11.694819
q322,4.4842505,1.0359458,0.24524297,-2.2072473,3.0334308,-10.418821
s40022d,-6.6977086,-0.86650926,-2.8164752,-2.0893137,-5.613589,-10.004207
s40021d,-6.7453547,-0.89083356,-2.8709366,-2.0948446,-5.6395235,-10.047044
d700,0.9444683,5.467879,-3.4914422,-5.6923957,2.2765749,-9.584381
d704,0.9607973,5.472295,-3.5365546,-5.6892824,2.285584,-9.551467
z96612,-8.720958,2.0139253,-2.6054497,-5.196371,-2.5621588,-8.031316
z96611,-8.657003,2.0347571,-2.5742836,-5.1776137,-2.5432281,-8.010388
s52121a,-6.0210805,2.7681441,-2.405607,-5.723065,3.8915668,-9.857231
s52041a,-6.0126414,2.7567217,-2.391907,-5.7067566,3.857274,-9.817941
s82202b,6.8008018,-0.21228193,6.4938865,-5.732865,0.2001778,-7.183149
s82402b,6.73572,-0.19901064,6.465048,-5.709725,0.17876402,-7.18743
r41844,-2.7100382,-3.0148175,-3.4899755,-2.6531775,-4.022511,-11.36767
r41840,-2.7125802,-3.023954,-3.4886062,-2.66163,-4.0361457,-11.401987
o99512,-3.984888,5.477245,-0.67722654,-3.9864457,-6.187563,-4.303878
o99282,-4.434383,6.09152,-0.73849314,-4.442745,-6.9353657,-4.8188543
o99012,-4.416427,6.086603,-0.7465195,-4.453524,-6.89949,-4.823293
o2302,-4.021885,5.536409,-0.70471174,-4.031498,-6.230985,-4.3270664
p5222,-4.5341177,2.2224097,6.8674703,-1.3023107,-0.70236737,-2.7103512
s8002xa,-4.9430413,-0.046279907,1.780573,-1.4288428,-9.727781,-6.6633716
s8001xa,-4.980817,-0.0361641,1.8046683,-1.4394617,-9.774691,-6.696405
s02621a,2.2034156,-0.2657481,-2.5120957,-6.3136096,-7.4817386,-8.43055
s02622a,2.200984,-0.26643592,-2.5003855,-6.3243403,-7.468029,-8.452608
k50113,-2.0896273,8.71835,1.3097544,2.447929,-1.531161,-8.160964
k50114,-2.0983512,8.770822,1.2958198,2.4881768,-1.5480969,-8.17122
s41101a,2.8326316,10.190692,4.0879297,-2.711727,-1.2336142,-5.5697203
s41102a,2.8195767,10.16371,4.083172,-2.718718,-1.2371347,-5.5739164
i82443,-2.8345842,-2.3577604,-0.71658736,-6.7611885,2.4610293,-7.9923654
i82433,-3.3123162,-2.7180378,-0.80490255,-7.751563,2.8109581,-9.165315
i82413,-2.987483,-2.467,-0.7498618,-7.0509872,2.5744085,-8.335035
c786,3.7140937,-1.4704398,-1.0817585,-0.9322017,0.15092604,-12.267847
r180,3.7294433,-1.48293,-1.098127,-0.923653,0.16466406,-12.261284
s12690a,-0.40501398,5.4040585,-1.500855,1.1039141,1.4114352,-9.621921
s12590a,-0.4691509,6.029341,-1.6873918,1.211175,1.543558,-10.736958
s12490a,-0.38948613,5.33356,-1.5066392,1.1077292,1.4068766,-9.474411
t84050a,-5.341945,-0.7124779,2.152195,3.009652,-4.1401286,-8.712268
t84060a,-5.8723507,-0.7564384,2.3916736,3.3214786,-4.552728,-9.609749
m89551,-5.06416,-0.71459717,2.0451148,2.855649,-3.9452152,-8.285775
l97919,2.7680035,7.3044815,5.809282,0.2058987,-5.386157,-5.212281
l97929,2.7590947,7.2809234,5.7735,0.21519126,-5.3502584,-5.1779995
s70312a,-5.4002786,5.5352135,6.149835,0.8762403,4.589894,-8.250553
s70311a,-5.401288,5.5349536,6.1585813,0.87830436,4.5997953,-8.224579
l89624,2.871211,6.2883625,-0.19197612,-4.4113193,4.4356856,-9.369583
l89614,2.860267,6.276364,-0.16681643,-4.4187074,4.424539,-9.374018
f810,-7.489583,1.3744396,1.5799762,-8.970015,-3.4813485,-4.3728476
f812,-7.4903994,1.3519387,1.5572351,-8.951674,-3.4676523,-4.337985
z3a36,-5.6824455,2.6405458,-0.96255124,1.2056565,1.1633766,-9.560457
o6014x0,-6.2736115,2.9370503,-1.0494015,1.3361537,1.2920097,-10.553151
z3a35,-5.538203,2.593595,-0.94229037,1.1878105,1.140609,-9.349606
m4647,-8.61123,1.840723,6.355077,1.7360154,-4.3911805,-6.817098
m4627,-8.602281,1.8423542,6.3586583,1.7150275,-4.3915,-6.835695
t84623a,-1.8083061,0.9321286,2.5383065,-9.510414,-8.350038,-3.997443
m86162,-1.812326,0.9354511,2.5554028,-9.532981,-8.376663,-4.0401034
o7581,-4.131779,-2.3392599,7.887278,-0.14479946,2.928781,-8.007021
o665,-4.1514153,-2.3652565,7.9198666,-0.1346951,2.9524343,-8.020004
s91302d,-5.3650417,-0.1529874,1.926033,3.3701906,0.43949813,-10.84764
s91301d,-5.3608575,-0.14857765,1.9240153,3.3676977,0.4371153,-10.829217
s40811a,-2.5621297,9.120343,2.750428,-3.2258353,4.859227,-7.520447
s40812a,-2.5542006,9.114226,2.7441144,-3.2187345,4.851575,-7.527085
s8012xa,0.6166884,10.800695,0.29227138,-3.7275004,-1.9190844,-6.3084664
s8011xa,0.60398185,10.809318,0.27389976,-3.7223601,-1.9175618,-6.29983
i330,1.6112326,7.55797,6.180188,-5.6200333,0.8040625,-3.5435195
i76,1.6253544,7.686981,6.3093853,-5.747743,0.80551815,-3.6298313
i2690,1.6130013,7.590783,6.2253556,-5.6620097,0.7964899,-3.5642824
q258,-5.581415,-2.1080008,-0.71055984,0.37566563,-1.7146456,-9.625059
q278,-5.234433,-1.9800072,-0.6685722,0.36552322,-1.6029974,-9.012479
q2547,-5.312139,-2.0128624,-0.68949777,0.37415576,-1.6368062,-9.141049
q2545,-4.9412003,-1.8697674,-0.6473887,0.36897632,-1.516289,-8.47247
f1120,-8.613364,-3.9285724,4.3441777,-4.6855507,-3.4906764,-6.8701954
g894,-8.620786,-3.932716,4.3349724,-4.687995,-3.486491,-6.8666162
c3490,-4.9497414,5.2903743,2.1403282,3.8986638,0.18667407,-9.583942
c7931,-4.952615,5.290875,2.1344314,3.9052126,0.19057143,-9.57924
p0732,0.27371007,-0.49433672,9.527072,0.468192,-2.5491843,-5.252084
p0715,0.31339666,-0.51151776,10.814522,0.48877367,-2.9161665,-6.0107236
p0733,0.28186598,-0.49537912,9.825952,0.47295067,-2.6402066,-5.4174924
o98319,6.6747036,4.678862,3.484363,-7.973534,-2.839881,-5.8113728
a568,6.69509,4.677452,3.4753757,-7.976906,-2.8407083,-5.8122497
t783xxa,1.00892,-3.0055683,-2.5623102,-3.6699693,-6.1496625,-10.479832
t464x5a,1.0002799,-2.9794304,-2.536784,-3.6570282,-6.123613,-10.432814
m25371,-1.6075919,-3.8403678,-0.46434388,-1.2050748,-0.06548524,-9.122565
s56521a,-0.7746038,5.149804,-4.809306,-3.5342636,-4.8341556,-8.94453
s56221a,-0.71151954,4.74617,-4.452806,-3.2521148,-4.464996,-8.237256
s52201b,-0.66050273,4.4520664,-4.212759,-3.0395448,-4.2130694,-7.713673
s22061a,-4.717245,1.3731855,6.5524974,2.8712938,2.7175264,-8.912089
s22051a,-4.150306,1.222737,5.7735586,2.6015122,2.404872,-7.879294
s22071a,-4.2292223,1.2384685,5.871448,2.629727,2.4426894,-7.995003
m24561,-9.62396,-0.007266459,2.99643,-5.342626,-3.0653546,-5.289046
m24562,-9.639735,-0.0105942255,3.009577,-5.35849,-3.0652304,-5.2774134
t43592d,5.0596867,7.652601,4.780038,-3.8282826,-4.1061563,-4.9343715
t43212d,5.062928,7.656329,4.8018126,-3.8365948,-4.1097198,-4.9493885
a5402,-10.530772,1.8221275,3.4605598,-1.802447,-0.9657406,-6.701578
a5602,-10.536816,1.8365186,3.4816105,-1.8138273,-0.9668374,-6.739266
z91411,-3.1420388,-0.7618531,11.313796,-3.0488167,-1.9943343,-4.229885
z91410,-3.106266,-0.74981135,11.209214,-3.0136178,-1.9756585,-4.2050033
i70248,-0.46678764,6.601829,4.054144,-6.213918,6.0941844,-6.7833004
i70238,-0.46906757,6.5373154,4.0317025,-6.1624603,6.0145106,-6.7627645
s82452b,-1.761494,-4.5647206,4.2254386,2.1034074,-4.8580203,-10.243438
s82252b,-1.8043883,-4.5737734,4.2674365,2.1383183,-4.8918447,-10.364612
o114,3.5591688,0.13518858,9.192295,-6.81543,1.7610606,-5.4931636
o1002,3.5612931,0.13679048,9.169581,-6.8148727,1.7656678,-5.4752192
t434x5a,-1.6334264,8.369188,6.6325197,-0.4055234,-6.354993,-4.236289
g2409,-1.6375029,8.366752,6.6144457,-0.3721462,-6.349274,-4.1945667
s90511a,-1.850993,7.623054,4.493718,3.3720694,1.3468,-8.654954
s90512a,-1.8626907,7.6642437,4.514906,3.393727,1.3369805,-8.7084255
i8311,-4.2458253,-3.1790597,5.970103,-9.727553,-0.84173805,-4.919092
i8312,-4.2358074,-3.1751702,5.9612007,-9.708625,-0.82515454,-4.8947864
m24511,-1.035839,-0.07600763,7.89588,2.6414196,-7.283638,-7.1870074
m24512,-1.021005,-0.076660365,7.9079146,2.6463475,-7.268456,-7.193904
z5111,2.304919,1.926468,-1.6425661,0.7150516,-1.094258,-8.50489
i469,-7.2303123,-1.5758114,1.5981566,-6.888498,2.7360468,-7.4747066
g931,-7.240014,-1.6054012,1.5934888,-6.879109,2.7602417,-7.458903
m21331,-1.5104315,-4.0152106,-1.0585938,-9.708755,-1.1677554,-8.788129
g5631,-1.5118991,-3.9955726,-1.0368539,-9.705019,-1.1734155,-8.801313
i83019,4.978416,2.5398972,4.721588,2.6934423,-0.5149574,-9.909449
i83029,4.9941072,2.5562224,4.7418222,2.6981559,-0.5124962,-9.961645
i5032,0.6135832,-1.6279302,2.6464314,-0.653401,-4.3335624,-3.386191
z882,-6.2772307,-1.5578816,3.8132105,0.47031,1.3483601,-7.509483
z881,-6.814778,-1.6820259,4.156059,0.49026307,1.4467149,-8.201202
z888,-6.86578,-1.7058818,4.188678,0.49517432,1.4578633,-8.242385
z885,-6.3220863,-1.5887862,3.8409235,0.46618044,1.3538618,-7.5705814
z8549,-2.082783,2.5137215,2.4353666,-11.462792,-3.2397387,-3.4655058
c609,-2.0895193,2.5101857,2.4337046,-11.484708,-3.231951,-3.4411733
j471,1.1861303,7.652568,6.43773,-0.057779808,3.9419441,-7.576363
j470,1.1651272,7.6209717,6.4116383,-0.06733272,3.9149292,-7.559261
s82141d,-0.59399235,-5.298822,5.7291007,-7.170866,0.2881264,-6.658168
s82831d,-0.58390945,-5.3317275,5.7297044,-7.1714783,0.29454327,-6.6326475
p704,2.4144986,1.5961838,2.2710068,-2.304471,2.4177203,-3.802343
i350,-6.883103,-1.7454715,0.7446509,0.043027066,-7.3532186,-9.093393
z006,-6.9067383,-1.739922,0.7439321,0.029704046,-7.4049635,-9.158094
m79651,-0.2286924,9.967915,2.8094592,0.03353646,2.4979064,-8.214734
m79652,-0.2242824,9.922818,2.8071399,0.025829522,2.4897645,-8.189857
i6201,-2.9456282,0.5832597,8.756721,3.3085291,-1.0180717,-7.3323655
i6203,-2.9592924,0.57029366,8.829115,3.351198,-1.0074196,-7.3629966
s61412d,-3.33365,-5.8641706,6.3747272,-0.81855375,-0.6205642,-9.012237
s61411d,-3.3388214,-5.8861,6.3883038,-0.82149756,-0.601098,-9.018871
m7522,-0.99673796,-3.5616426,9.097674,0.49771068,-0.30242658,-7.853857
m25612,-1.0044391,-3.5653424,9.118788,0.4872841,-0.3136469,-7.8935013
c411,-4.569879,2.8840823,0.52089566,4.41423,-2.980403,-10.847023
c049,-4.5976286,2.891056,0.5034766,4.443559,-2.9750626,-10.839472
g4440,-1.6777182,-0.13352153,4.6153364,4.471576,-6.0896173,-9.375268
t463x5a,-1.6738077,-0.12851557,4.6068196,4.4392333,-6.0585103,-9.347537
z9849,4.260008,0.80317765,2.9532382,-4.519523,-5.217195,-4.1867948
i83218,7.056307,-1.5353483,3.4393575,-4.059913,-4.787716,-8.538572
i83228,7.0460625,-1.5351374,3.4384987,-4.052457,-4.7879868,-8.539613
q7033,-5.0044975,1.1693832,-0.07065556,-9.091683,4.2206526,-7.887419
q692,-4.992817,1.1836832,-0.053586017,-9.097429,4.1896586,-7.907869
m79641,4.2955275,4.978046,5.187884,-3.2240508,-7.746921,-4.6947813
m79642,4.2603254,4.9675303,5.1806736,-3.2213352,-7.7087283,-4.7069416
g935,1.5051208,4.735224,3.964469,4.818565,-2.2946136,-9.662542
g936,1.5006382,4.7560353,3.9731688,4.839639,-2.3118525,-9.703888
l89314,6.460189,1.5221331,0.16244121,-3.7554047,-6.7354636,-8.943186
l89324,6.514024,1.5232208,0.14035037,-3.7659192,-6.7638516,-8.962751
l97821,-2.5705664,5.741035,2.840944,4.8151164,-4.1011205,-9.06606
l97811,-2.5775669,5.741578,2.8422167,4.819652,-4.0978403,-9.063815
r441,4.0728626,1.78757,10.853428,-2.821101,1.1753995,-6.312875
r440,4.1387916,1.7796987,10.868453,-2.8297036,1.1831936,-6.303914
s066x1a,3.2127557,-2.5136468,-2.479042,-4.92772,-1.7183458,-10.808718
s065x1a,3.1975992,-2.472691,-2.4499524,-4.9281797,-1.7269698,-10.80244
t300,0.028256835,-4.9980645,1.9366301,-6.4955816,2.695149,-9.618562
t310,0.02017452,-4.9564652,1.956451,-6.4893723,2.6856878,-9.616245
s32432a,6.3081756,1.4232848,7.3132772,-0.5022634,-0.7558161,-7.7461767
s32442a,6.3540955,1.441656,7.39306,-0.5230063,-0.79119694,-7.85375
e890,-5.2198443,-2.542753,4.7965045,-3.2303565,4.8866105,-8.74783
z85850,-5.282442,-2.5703397,4.82724,-3.2316918,4.945799,-8.8041725
t25231a,0.03204942,-1.9248616,6.734062,2.8685634,-3.0213416,-7.7971373
t25221a,-0.03790649,-2.2256866,7.7707553,3.2709396,-3.4842544,-9.098645
t25222a,0.00083348295,-2.055447,7.158563,3.0335875,-3.2089207,-8.350347
s52572a,-1.2369485,-1.0114125,-3.8151174,-0.937372,-0.7771399,-12.633599
s52612a,-1.2416084,-1.0115278,-3.8191864,-0.9336007,-0.7826503,-12.599951
m4642,0.55949885,1.8122762,3.3349087,-11.567871,0.54959345,-4.5087295
m4622,0.57014996,1.8119749,3.3257656,-11.599908,0.55944496,-4.4985065
s91301a,3.2987854,1.2850496,0.69805115,-3.7675145,-9.607505,-7.029088
s91302a,3.2506323,1.2783065,0.7287173,-3.767279,-9.53293,-7.0334067
o1093,-5.4015627,6.7090316,8.780221,-1.0193671,-5.0865054,-3.7601514
o115,-5.377235,6.692127,8.748974,-1.0106038,-5.06636,-3.7479692
z85028,0.9822332,-5.7694783,6.985206,-2.8930366,0.7050283,-8.900648
z903,0.9811045,-5.752916,6.9804754,-2.88915,0.68726844,-8.8824215
f419,-2.137881,-1.7446868,3.5822022,-1.5063455,-2.922642,-2.2397535
